time,open,high,low,close,volume,symbol
2024-12-17 06:00:00,106794.92,106859.77,106376.94,106547.02,6.4013934,BTC/USDT
2024-12-17 07:00:00,106546.9,107139.77,106471.86,106813.9,25.57536802,BTC/USDT
2024-12-17 08:00:00,106831.45,107517.65,106749.8,107370.31,17.16182414,BTC/USDT
2024-12-17 09:00:00,107357.62,107476.38,107129.89,107314.47,6.44488112,BTC/USDT
2024-12-17 10:00:00,107297.53,107357.23,106960.66,107223.06,8.40470837,BTC/USDT
2024-12-17 11:00:00,107221.53,107337.16,106719.26,106784.0,15.33627733,BTC/USDT
2024-12-17 12:00:00,106795.36,107196.97,106539.76,107136.69,19.83707306,BTC/USDT
2024-12-17 13:00:00,107136.69,107617.84,106984.14,107271.25,17.46993505,BTC/USDT
2024-12-17 14:00:00,107234.42,108367.11,107069.18,108284.67,28.71823395,BTC/USDT
2024-12-17 15:00:00,108226.92,108235.15,105743.47,106491.32,58.16454502,BTC/USDT
2024-12-17 16:00:00,106477.91,107116.81,106161.28,107083.25,30.75920614,BTC/USDT
2024-12-17 17:00:00,107068.23,107615.31,106725.87,107524.21,28.32873765,BTC/USDT
2024-12-17 18:00:00,107513.22,107660.18,106409.12,106640.74,30.84673937,BTC/USDT
2024-12-17 19:00:00,106644.9,107043.94,106207.55,106449.14,26.15517906,BTC/USDT
2024-12-17 20:00:00,106456.89,106941.04,106142.49,106713.51,25.99370859,BTC/USDT
2024-12-17 21:00:00,106737.45,106789.18,106242.76,106407.88,15.35407964,BTC/USDT
2024-12-17 22:00:00,106400.0,106415.81,105333.93,105982.43,18.31136837,BTC/USDT
2024-12-17 23:00:00,105968.22,106384.17,105543.85,106137.67,21.44340691,BTC/USDT
2024-12-18 00:00:00,106129.98,106475.12,105631.84,106114.56,15.89206578,BTC/USDT
2024-12-18 01:00:00,106096.1,106484.02,104940.11,105377.38,21.66940437,BTC/USDT
2024-12-18 02:00:00,105331.39,105660.62,105013.76,105297.39,9.63919413,BTC/USDT
2024-12-18 03:00:00,105249.13,105260.66,104593.33,104713.22,8.82653231,BTC/USDT
2024-12-18 04:00:00,104695.76,104696.25,103557.49,103869.07,8.70643738,BTC/USDT
2024-12-18 05:00:00,103869.08,104126.09,103264.38,103492.0,8.00465395,BTC/USDT
2024-12-18 06:00:00,103597.9,103994.81,103109.42,103776.75,10.82141341,BTC/USDT
2024-12-18 07:00:00,103746.68,104309.09,103725.91,104251.75,6.2494633,BTC/USDT
2024-12-18 08:00:00,104254.6,104395.28,103744.03,103809.69,8.55715078,BTC/USDT
2024-12-18 09:00:00,103803.85,104411.49,103803.85,104049.38,6.77251837,BTC/USDT
2024-12-18 10:00:00,104045.94,104630.8,103981.44,104521.11,7.9869726,BTC/USDT
2024-12-18 11:00:00,104516.49,105027.64,104501.13,105026.27,5.49578717,BTC/USDT
2024-12-18 12:00:00,104995.35,105358.93,104686.0,104919.97,12.87589385,BTC/USDT
2024-12-18 13:00:00,104887.17,105249.97,104536.07,104578.72,7.82602224,BTC/USDT
2024-12-18 14:00:00,104563.37,104852.83,103834.5,104006.29,20.97897215,BTC/USDT
2024-12-18 15:00:00,104032.44,104564.36,103672.84,104450.4,17.92314762,BTC/USDT
2024-12-18 16:00:00,104430.38,104472.18,103416.19,104197.27,25.43144616,BTC/USDT
2024-12-18 17:00:00,104191.43,104823.2,103885.22,104667.27,33.01968697,BTC/USDT
2024-12-18 18:00:00,104655.58,104998.33,104137.8,104755.45,8.4055193,BTC/USDT
2024-12-18 19:00:00,104771.93,104811.8,102811.48,102826.41,28.91960118,BTC/USDT
2024-12-18 20:00:00,102807.93,103025.78,100284.53,100845.07,155.0249166,BTC/USDT
2024-12-18 21:00:00,100814.65,101738.95,100482.71,101034.74,35.65364536,BTC/USDT
2024-12-18 22:00:00,100980.4,101571.3,100653.74,101173.52,4.96267121,BTC/USDT
2024-12-18 23:00:00,101145.91,101212.74,99991.89,100231.42,14.63935255,BTC/USDT
2024-12-19 00:00:00,100181.42,100955.01,100123.85,100832.15,9.8300273,BTC/USDT
2024-12-19 01:00:00,100826.53,100894.56,99602.66,99879.86,7.04146299,BTC/USDT
2024-12-19 02:00:00,99938.37,100509.92,98781.66,100509.92,23.60877784,BTC/USDT
2024-12-19 03:00:00,100536.31,101317.55,100468.95,101164.12,11.04724225,BTC/USDT
2024-12-19 04:00:00,101186.64,101236.17,100652.66,100699.69,3.2163997,BTC/USDT
2024-12-19 05:00:00,100691.4,101409.18,100691.4,101324.1,2.72223453,BTC/USDT
2024-12-19 06:00:00,101339.95,101381.99,101005.71,101194.08,5.00389319,BTC/USDT
2024-12-19 07:00:00,101194.9,101713.5,101125.76,101626.77,2.4537141,BTC/USDT
2024-12-19 08:00:00,101620.0,101820.13,101389.67,101680.82,2.75076769,BTC/USDT
2024-12-19 09:00:00,101717.91,101876.73,101545.55,101876.73,2.45158709,BTC/USDT
2024-12-19 10:00:00,101830.41,102603.18,101782.06,102440.81,2.79378157,BTC/USDT
2024-12-19 11:00:00,102364.12,102503.7,102195.16,102449.58,2.54064818,BTC/USDT
2024-12-19 12:00:00,102449.99,102526.87,101895.22,102001.82,2.90701937,BTC/USDT
2024-12-19 13:00:00,101984.75,102213.51,101682.72,101945.61,3.85069719,BTC/USDT
2024-12-19 14:00:00,102011.68,102797.57,100728.31,100944.14,19.56934012,BTC/USDT
2024-12-19 15:00:00,100959.62,101064.75,99491.93,100720.83,30.87926702,BTC/USDT
2024-12-19 16:00:00,100641.49,101196.02,99873.24,100709.7,22.99279757,BTC/USDT
2024-12-19 17:00:00,100702.44,100712.05,97451.9,98852.93,71.83110696,BTC/USDT
2024-12-19 18:00:00,98852.93,98947.86,96894.12,98946.59,45.62915367,BTC/USDT
2024-12-19 19:00:00,98882.87,99057.01,96240.66,97194.55,34.23277584,BTC/USDT
2024-12-19 20:00:00,97183.02,97286.94,95666.0,96369.05,49.69804282,BTC/USDT
2024-12-19 21:00:00,96444.48,98149.98,95844.41,97327.06,54.31999143,BTC/USDT
2024-12-19 22:00:00,97400.47,98500.0,97193.41,98381.2,44.24131199,BTC/USDT
2024-12-19 23:00:00,98381.1,98385.56,97456.99,97462.36,37.80689903,BTC/USDT
2024-12-20 00:00:00,97459.59,97812.85,96637.76,97272.74,41.96298664,BTC/USDT
2024-12-20 01:00:00,97259.24,97539.29,96172.48,96315.77,14.13963615,BTC/USDT
2024-12-20 02:00:00,96326.77,97729.69,95964.09,97628.56,11.44524629,BTC/USDT
2024-12-20 03:00:00,97621.65,97792.17,96977.52,97095.26,5.67246755,BTC/USDT
2024-12-20 04:00:00,97088.94,97835.83,96833.41,97292.69,12.63533777,BTC/USDT
2024-12-20 05:00:00,97364.42,97479.43,96683.42,96717.84,4.79029182,BTC/USDT
2024-12-20 06:00:00,96798.04,97290.53,96386.4,97248.54,13.29131982,BTC/USDT
2024-12-20 07:00:00,97295.36,98255.2,97295.36,97830.33,28.7526978,BTC/USDT
2024-12-20 08:00:00,97807.62,97874.14,95300.0,95393.17,19.25157531,BTC/USDT
2024-12-20 09:00:00,95502.55,95711.3,94679.96,94810.81,29.9065209,BTC/USDT
2024-12-20 10:00:00,94819.6,95090.11,94000.01,94328.79,44.81140777,BTC/USDT
2024-12-20 11:00:00,94327.06,94666.74,92603.59,92687.67,44.03726585,BTC/USDT
2024-12-20 12:00:00,92751.34,94237.97,92264.82,93933.49,39.75066624,BTC/USDT
2024-12-20 13:00:00,93933.69,95795.56,93603.05,95098.63,56.17840242,BTC/USDT
2024-12-20 14:00:00,95097.51,96198.79,94748.54,95585.0,31.41467195,BTC/USDT
2024-12-20 15:00:00,95641.33,97570.81,95619.55,97013.57,29.9527496,BTC/USDT
2024-12-20 16:00:00,97000.69,97701.89,96293.05,96738.82,28.97519981,BTC/USDT
2024-12-20 17:00:00,96745.89,97378.0,96448.58,97218.04,19.99873083,BTC/USDT
2024-12-20 18:00:00,97223.28,97307.88,96613.69,96990.77,27.20007298,BTC/USDT
2024-12-20 19:00:00,96965.62,97744.38,96874.4,97098.08,16.10132325,BTC/USDT
2024-12-20 20:00:00,97115.86,97235.96,96410.6,96457.43,43.93467279,BTC/USDT
2024-12-20 21:00:00,96446.19,96650.72,95417.7,96556.49,40.56644516,BTC/USDT
2024-12-20 22:00:00,96521.68,97519.38,96460.75,97477.49,17.38355977,BTC/USDT
2024-12-20 23:00:00,97477.52,97822.68,97389.0,97805.26,16.78775125,BTC/USDT
2024-12-21 00:00:00,97805.26,97823.88,97216.78,97523.86,10.64877416,BTC/USDT
2024-12-21 01:00:00,97600.1,97673.36,97206.8,97357.92,16.50111935,BTC/USDT
2024-12-21 02:00:00,97341.39,97604.06,97184.61,97398.6,4.27931614,BTC/USDT
2024-12-21 03:00:00,97398.6,97479.63,97269.01,97479.63,3.38532239,BTC/USDT
2024-12-21 04:00:00,97477.83,97638.89,97386.76,97575.27,13.93490662,BTC/USDT
2024-12-21 05:00:00,97580.55,98703.86,97551.46,98703.86,7.23224339,BTC/USDT
2024-12-21 06:00:00,98672.92,98847.43,98334.04,98715.46,9.78996089,BTC/USDT
2024-12-21 07:00:00,98731.82,99557.72,98485.1,99092.72,52.85741006,BTC/USDT
2024-12-21 08:00:00,99117.58,99188.73,98465.06,98657.86,9.64528452,BTC/USDT
2024-12-21 09:00:00,98663.55,98694.45,98325.31,98541.7,3.56909003,BTC/USDT
2024-12-21 10:00:00,98577.27,98686.2,98049.64,98118.27,7.35010839,BTC/USDT
2024-12-21 11:00:00,98207.08,98342.61,97800.0,98243.35,3.30021962,BTC/USDT
2024-12-21 12:00:00,98246.64,98246.64,97122.87,97150.82,3.59896549,BTC/USDT
2024-12-21 13:00:00,97143.85,97494.84,96410.72,97463.11,8.31748392,BTC/USDT
2024-12-21 14:00:00,97515.89,97748.22,97066.63,97085.08,2.88873538,BTC/USDT
2024-12-21 15:00:00,97131.59,97683.71,97131.59,97515.27,1.84611393,BTC/USDT
2024-12-21 16:00:00,97506.6,97695.86,96958.22,97269.39,2.99720106,BTC/USDT
2024-12-21 17:00:00,97248.31,97684.08,97024.32,97579.28,2.44867843,BTC/USDT
2024-12-21 18:00:00,97570.9,97700.13,97289.44,97410.31,1.10245229,BTC/USDT
2024-12-21 19:00:00,97318.4,97375.89,96823.53,97350.54,3.04439899,BTC/USDT
2024-12-21 20:00:00,97374.2,98057.82,97275.05,97478.5,5.61634845,BTC/USDT
2024-12-21 21:00:00,97463.51,97557.48,96561.23,96882.93,3.62863527,BTC/USDT
2024-12-21 22:00:00,96923.18,97383.27,96634.41,97122.47,2.59106778,BTC/USDT
2024-12-21 23:00:00,97149.22,97301.89,96903.75,97281.41,2.25128272,BTC/USDT
2024-12-22 00:00:00,97285.46,97410.08,97043.03,97233.95,2.26381122,BTC/USDT
2024-12-22 01:00:00,97183.08,97407.78,96752.27,97074.37,1.48027458,BTC/USDT
2024-12-22 02:00:00,97124.87,97211.56,96624.87,96715.67,3.08925084,BTC/USDT
2024-12-22 03:00:00,96661.68,97314.04,96575.4,96978.02,2.45617048,BTC/USDT
2024-12-22 04:00:00,96990.08,97012.12,96073.7,96073.7,3.0915179,BTC/USDT
2024-12-22 05:00:00,96087.46,96396.25,95902.13,96179.56,3.40796611,BTC/USDT
2024-12-22 06:00:00,96175.37,96734.62,96115.48,96723.69,4.08405856,BTC/USDT
2024-12-22 07:00:00,96780.81,96840.38,96093.32,96195.58,3.67242886,BTC/USDT
2024-12-22 08:00:00,96233.39,96687.39,96233.39,96525.76,2.60795936,BTC/USDT
2024-12-22 09:00:00,96548.02,97272.87,96328.77,96939.49,13.07385669,BTC/USDT
2024-12-22 10:00:00,96964.29,97344.13,96840.93,97009.69,15.42929915,BTC/USDT
2024-12-22 11:00:00,96999.49,97335.0,96990.48,97099.83,11.14566251,BTC/USDT
2024-12-22 12:00:00,97108.06,97292.32,96845.24,97007.93,3.14706491,BTC/USDT
2024-12-22 13:00:00,97050.38,97249.93,96861.51,96956.67,1.39317075,BTC/USDT
2024-12-22 14:00:00,96956.54,97029.81,95276.92,95297.6,7.8207471,BTC/USDT
2024-12-22 15:00:00,95369.05,95633.91,95130.83,95365.56,3.58961734,BTC/USDT
2024-12-22 16:00:00,95378.24,95851.49,95215.29,95738.79,2.38346715,BTC/USDT
2024-12-22 17:00:00,95738.79,95855.96,95493.85,95660.86,4.39286174,BTC/USDT
2024-12-22 18:00:00,95679.29,96446.67,95389.0,95958.95,9.38307788,BTC/USDT
2024-12-22 19:00:00,95942.87,96135.95,94703.36,94847.32,6.42269552,BTC/USDT
2024-12-22 20:00:00,94856.39,95614.43,94419.71,95584.4,4.41101346,BTC/USDT
2024-12-22 21:00:00,95592.23,95730.05,95067.46,95183.47,5.33992412,BTC/USDT
2024-12-22 22:00:00,95165.29,95626.36,94259.09,95541.69,11.13853985,BTC/USDT
2024-12-22 23:00:00,95546.14,95825.18,95015.77,95173.03,3.82592748,BTC/USDT
2024-12-23 00:00:00,95182.65,95401.84,94347.48,94415.38,7.41532047,BTC/USDT
2024-12-23 01:00:00,94384.05,95115.69,93761.87,94444.37,12.35870461,BTC/USDT
2024-12-23 02:00:00,94479.41,94744.24,93700.86,94711.46,15.38326964,BTC/USDT
2024-12-23 03:00:00,94679.42,96020.96,94619.41,95998.0,12.71578443,BTC/USDT
2024-12-23 04:00:00,96012.86,96510.8,95667.87,95810.37,10.0043189,BTC/USDT
2024-12-23 05:00:00,95824.3,95958.83,95353.11,95643.92,5.66084192,BTC/USDT
2024-12-23 06:00:00,95622.8,95631.14,94713.64,94848.4,4.67650388,BTC/USDT
2024-12-23 07:00:00,94873.39,95579.89,94873.39,95407.62,6.75213171,BTC/USDT
2024-12-23 08:00:00,95402.41,95541.93,95033.32,95519.33,12.60176244,BTC/USDT
2024-12-23 09:00:00,95514.99,96153.88,95514.99,96019.2,15.16448976,BTC/USDT
2024-12-23 10:00:00,96058.63,96444.51,95944.04,96382.94,8.68285781,BTC/USDT
2024-12-23 11:00:00,96377.32,96531.13,95790.3,95960.24,10.02813292,BTC/USDT
2024-12-23 12:00:00,95968.4,96404.11,95843.28,96300.02,10.14101786,BTC/USDT
2024-12-23 13:00:00,96317.56,96347.0,94832.85,94904.11,12.52707363,BTC/USDT
2024-12-23 14:00:00,94882.67,95626.36,93703.95,94314.17,30.58106266,BTC/USDT
2024-12-23 15:00:00,94301.91,94411.71,93094.94,93228.7,46.6227811,BTC/USDT
2024-12-23 16:00:00,93227.95,94255.22,92937.99,93998.06,30.09646611,BTC/USDT
2024-12-23 17:00:00,93932.07,94112.1,93206.1,93394.9,17.00890311,BTC/USDT
2024-12-23 18:00:00,93335.7,93740.63,92693.99,92761.1,20.11980819,BTC/USDT
2024-12-23 19:00:00,92730.49,93703.23,92705.95,93030.14,33.31777114,BTC/USDT
2024-12-23 20:00:00,93046.09,93510.32,92509.89,93170.38,112.79430833,BTC/USDT
2024-12-23 21:00:00,93175.94,94274.02,93162.5,93968.48,75.04086343,BTC/USDT
2024-12-23 22:00:00,93967.8,95262.15,93911.57,95258.51,9.34758642,BTC/USDT
2024-12-23 23:00:00,95259.52,95508.64,94686.59,94845.13,13.13651189,BTC/USDT
2024-12-24 00:00:00,94843.4,94876.44,94143.83,94561.57,13.06382799,BTC/USDT
2024-12-24 01:00:00,94582.72,94719.57,94029.79,94145.04,6.52836423,BTC/USDT
2024-12-24 02:00:00,94164.2,94324.57,93568.36,93966.79,12.5566082,BTC/USDT
2024-12-24 03:00:00,93980.43,94415.59,93819.09,94347.78,7.30889265,BTC/USDT
2024-12-24 04:00:00,94297.24,94411.84,94040.26,94404.27,8.1336912,BTC/USDT
2024-12-24 05:00:00,94441.76,94635.61,94369.9,94579.09,3.07544332,BTC/USDT
2024-12-24 06:00:00,94565.24,94601.97,93834.69,93949.46,3.89928143,BTC/USDT
2024-12-24 07:00:00,93954.81,94308.96,93815.93,94232.71,2.57894456,BTC/USDT
2024-12-24 08:00:00,94219.4,94625.47,94130.57,94519.06,6.55145916,BTC/USDT
2024-12-24 09:00:00,94512.72,94512.72,93915.45,94068.7,6.97810825,BTC/USDT
2024-12-24 10:00:00,94068.14,94180.96,93851.43,93968.6,15.28205517,BTC/USDT
2024-12-24 11:00:00,93982.85,94423.09,93923.5,94394.85,8.99821096,BTC/USDT
2024-12-24 12:00:00,94391.19,94401.0,94078.09,94291.12,5.65989929,BTC/USDT
2024-12-24 13:00:00,94315.73,96091.07,94292.27,96080.15,10.87416689,BTC/USDT
2024-12-24 14:00:00,96080.15,97523.44,95863.57,97471.66,29.84447827,BTC/USDT
2024-12-24 15:00:00,97466.15,98312.83,97224.96,98312.83,84.11688737,BTC/USDT
2024-12-24 16:00:00,98304.7,98699.91,97976.19,98520.83,127.5883198,BTC/USDT
2024-12-24 17:00:00,98514.23,99073.13,98338.99,98814.12,120.85870739,BTC/USDT
2024-12-24 18:00:00,98803.16,99501.63,98441.47,98610.16,30.35684401,BTC/USDT
2024-12-24 19:00:00,98604.4,98725.58,97568.37,97597.83,12.04734623,BTC/USDT
2024-12-24 20:00:00,97599.68,98032.59,97267.98,97292.27,17.45793436,BTC/USDT
2024-12-24 21:00:00,97311.89,98463.54,97311.89,98423.81,7.64382933,BTC/USDT
2024-12-24 22:00:00,98427.78,99081.17,98340.37,98761.63,6.24084468,BTC/USDT
2024-12-24 23:00:00,98786.64,99020.23,98503.95,98673.72,6.03510572,BTC/USDT
2024-12-25 00:00:00,98686.74,98860.39,98460.31,98498.39,4.55856218,BTC/USDT
2024-12-25 01:00:00,98502.2,98592.56,97865.8,98043.22,7.35865901,BTC/USDT
2024-12-25 02:00:00,98051.34,98353.1,97726.4,98128.49,7.75514424,BTC/USDT
2024-12-25 03:00:00,98122.16,98272.06,97960.66,98018.61,3.85456285,BTC/USDT
2024-12-25 04:00:00,98006.31,98339.43,97882.98,98271.82,1.4336026,BTC/USDT
2024-12-25 05:00:00,98239.06,98363.92,98167.38,98274.2,0.94069072,BTC/USDT
2024-12-25 06:00:00,98220.13,98565.29,97862.01,97910.71,5.81373439,BTC/USDT
2024-12-25 07:00:00,97947.34,98349.08,97892.83,98067.35,1.45442247,BTC/USDT
2024-12-25 08:00:00,98091.84,98247.23,97939.64,98168.76,2.21878575,BTC/USDT
2024-12-25 09:00:00,98168.83,98263.97,98018.98,98177.68,1.63183471,BTC/USDT
2024-12-25 10:00:00,98158.89,99335.4,98158.89,98472.94,12.72466173,BTC/USDT
2024-12-25 11:00:00,98469.53,98847.62,97800.0,97908.81,5.00721109,BTC/USDT
2024-12-25 12:00:00,97969.76,98610.88,97657.75,98194.38,9.25123981,BTC/USDT
2024-12-25 13:00:00,98129.7,98605.18,98129.7,98499.31,4.52033457,BTC/USDT
2024-12-25 14:00:00,98522.03,98829.64,98299.24,98618.77,4.22861822,BTC/USDT
2024-12-25 15:00:00,98617.89,98672.78,98206.88,98518.93,3.54965716,BTC/USDT
2024-12-25 16:00:00,98568.4,98704.53,98134.64,98407.85,3.46829924,BTC/USDT
2024-12-25 17:00:00,98387.3,98646.97,98207.74,98574.67,3.92912847,BTC/USDT
2024-12-25 18:00:00,98574.67,98966.41,98549.84,98762.76,40.00403178,BTC/USDT
2024-12-25 19:00:00,98776.25,99285.01,98749.18,99018.58,4.41072797,BTC/USDT
2024-12-25 20:00:00,99033.34,99403.76,98887.19,99136.93,6.71435003,BTC/USDT
2024-12-25 21:00:00,99124.05,99565.81,98364.57,98506.33,8.9912156,BTC/USDT
2024-12-25 22:00:00,98516.14,99089.69,98443.67,98899.71,22.08513139,BTC/USDT
2024-12-25 23:00:00,98854.71,99569.75,98838.2,99441.97,8.5737394,BTC/USDT
2024-12-26 00:00:00,99453.62,99966.59,98967.13,99092.06,11.27196963,BTC/USDT
2024-12-26 01:00:00,99124.31,99251.84,98586.34,98997.99,10.42679005,BTC/USDT
2024-12-26 02:00:00,98988.54,99220.63,98498.1,98783.81,19.10456534,BTC/USDT
2024-12-26 03:00:00,98778.83,99129.89,98584.02,99004.43,19.37607841,BTC/USDT
2024-12-26 04:00:00,98994.2,98994.2,98250.82,98303.87,5.7887441,BTC/USDT
2024-12-26 05:00:00,98308.87,98439.47,98081.74,98384.41,3.5194881,BTC/USDT
2024-12-26 06:00:00,98337.88,98473.55,98021.0,98117.9,14.90479167,BTC/USDT
2024-12-26 07:00:00,98126.57,98285.04,97728.06,97744.23,5.6950791,BTC/USDT
2024-12-26 08:00:00,97759.83,97783.49,95613.11,95893.94,22.46117156,BTC/USDT
2024-12-26 09:00:00,95876.25,95971.31,95420.14,95420.16,14.70181344,BTC/USDT
2024-12-26 10:00:00,95420.2,95774.27,95178.67,95497.1,19.55111297,BTC/USDT
2024-12-26 11:00:00,95485.13,96030.21,95470.33,95669.13,13.21097606,BTC/USDT
2024-12-26 12:00:00,95628.59,95867.13,95479.33,95681.92,4.19695921,BTC/USDT
2024-12-26 13:00:00,95683.54,95767.02,95283.29,95696.22,6.1225251,BTC/USDT
2024-12-26 14:00:00,95673.99,96268.28,95231.54,95452.4,12.5035977,BTC/USDT
2024-12-26 15:00:00,95452.06,96203.59,95270.85,96050.02,11.1694409,BTC/USDT
2024-12-26 16:00:00,96045.81,96642.96,95800.01,96523.72,20.01258405,BTC/USDT
2024-12-26 17:00:00,96521.58,96568.61,95684.9,95816.98,19.19334284,BTC/USDT
2024-12-26 18:00:00,95816.6,95984.17,95478.74,95735.4,10.36739007,BTC/USDT
2024-12-26 19:00:00,95731.03,96203.59,95432.17,96094.57,8.83649366,BTC/USDT
2024-12-26 20:00:00,96090.12,96125.08,95398.27,95529.46,23.39494649,BTC/USDT
2024-12-26 21:00:00,95614.87,95894.13,95294.22,95801.31,8.92296079,BTC/USDT
2024-12-26 22:00:00,95808.46,95972.04,95626.56,95743.89,3.68981165,BTC/USDT
2024-12-26 23:00:00,95825.38,95882.04,95379.51,95753.96,8.38984314,BTC/USDT
2024-12-27 00:00:00,95750.88,95924.39,95406.26,95791.57,7.6299924,BTC/USDT
2024-12-27 01:00:00,95821.53,96242.69,95566.92,95900.3,7.94062698,BTC/USDT
2024-12-27 02:00:00,95873.36,96439.97,95733.1,96057.62,6.67687932,BTC/USDT
2024-12-27 03:00:00,96079.7,96430.81,95981.9,96430.81,5.62453381,BTC/USDT
2024-12-27 04:00:00,96445.87,96581.9,96244.2,96271.38,5.03114448,BTC/USDT
2024-12-27 05:00:00,96279.66,96324.72,96000.0,96253.27,4.13224716,BTC/USDT
